gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
2016	prodigal	AFKMEEHG_00786	BB163_AFKMEEHG_00786	hypothetical protein	Y	Anion-transporting ATPase	K01551	TIGRFAM arsenite-activated ATPase ArsA	Arsenite-transporting ATPase	Heavy metal resistance	Heavy metal resistance	0.727064	0.547932	0.74742	0.540255	0.409491	0.623653	0.568369	0.784649	0.224676	0.804753
259	prodigal	AFKMEEHG_00525	BB163_AFKMEEHG_00525	hypothetical protein	Y	Heavy-metal resistance	0	LTXXQ motif family protein	Heavy-metal resistance	Heavy metal resistance	Heavy metal resistance	0.189326	0.296929	0.441405	0.434636	0.330207	0.266239	0.225463	0.069003	0	0
941	prodigal	AFKMEEHG_00092	BB163_AFKMEEHG_00092	hypothetical protein	Y	Anion-transporting ATPase	K01551	TIGRFAM arsenite-activated ATPase ArsA	Arsenite-transporting ATPase	Heavy metal resistance	Heavy metal resistance	0.327756	0.325797	0.495607	0.329341	0.243716	0.355155	0.319849	0.376876	0	0.393435
937	prodigal	AFKMEEHG_00088	BB163_AFKMEEHG_00088	hypothetical protein	Y	Anion-transporting ATPase	K01551	TIGRFAM arsenite-activated ATPase ArsA	Arsenite-transporting ATPase	Heavy metal resistance	Heavy metal resistance	0.214224	0.183261	0.301223	0.206347	0.150555	0.219092	0.202405	0.255527	0	0
1625	prodigal	AFKMEEHG_00432	BB163_AFKMEEHG_00432	Iron-sulfur cluster carrier protein	Y	Anion-transporting ATPase	K01551	TIGRFAM arsenite-activated ATPase ArsA	Ferredoxin	Heavy metal resistance	Heavy metal resistance	0.150774	0.185795	0.164615	0.143017	0.146206	0.159458	0.175355	0.163286	0	0
1697	prodigal	AFKMEEHG_00360	BB163_AFKMEEHG_00360	Bacterial non-heme ferritin (ftnA_2)	Y	Ferritin-like domain	K02217	Iron-storage protein	Iron storage/transport	Iron storage/transport	Iron storage/transport	0.1482	0.384401	0.39414	0.571733	0.584664	0.463352	0.483797	0.515209	1.627529	0
1699	prodigal	AFKMEEHG_00358	BB163_AFKMEEHG_00358	putative bacterial non-heme ferritin (ftnA_1)	Y	Ferritin-like domain	K02217	Iron-storage protein	Iron storage/transport	Iron storage/transport	Iron storage/transport	0	0	0.088136	0.348973	0.496813	0.590593	0.167797	0	0	0
1706	prodigal	AFKMEEHG_00351	BB163_AFKMEEHG_00351	Fe(2 ) transporter FeoB (feoB)	Y	Ferrous iron transport protein B	K04759	ferrous iron transmembrane transporter activity	Iron storage/transport	Iron storage/transport	Iron storage/transport	0.014363	0.020649	0.130681	0.351715	0.377343	0.338805	0.097445	0.01047	0	0
1780	prodigal	AFKMEEHG_00277	BB163_AFKMEEHG_00277	Porphobilinogen deaminase (hemC)	Y	"Porphobilinogen deaminase, C-terminal domain"	K01749	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	Iron storage/transport	Iron storage/transport	Iron storage/transport	0.519664	0.440295	0.374986	0.261593	0.243271	0.299138	0.325917	0.409279	0.284254	0
1776	prodigal	AFKMEEHG_00281	BB163_AFKMEEHG_00281	Delta-aminolevulinic acid dehydratase (hemB)	Y	Delta-aminolevulinic acid dehydratase	K01698	Belongs to the ALAD family	Iron storage/transport	Iron storage/transport	Iron storage/transport	0.262199	0.254778	0.181512	0.197288	0.193455	0.165483	0.138228	0.307463	0	0
872	prodigal	AFKMEEHG_00023	BB163_AFKMEEHG_00023	"1,4-dihydroxy-2-naphthoyl-CoA synthase (menB)"	Y	"1,4-dihydroxy-2-naphthoyl-CoA synthase"	K01661	"Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)"	Vitamin Synthesis	Menaquinone biosyntheis	Electron transport	0.16436	0.18796	0.130848	0.178986	0.108467	0.099411	0.071175	0.129792	0	0
400	prodigal	AFKMEEHG_01599	BB163_AFKMEEHG_01599	S-adenosylmethionine synthase (metK)	Y	COG1812	K00789	"Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme"	DNA methylation	Methylation	Methylation	0.417527	0.24738	0.236371	0.199896	0.181945	0.195294	0.233042	0.351693	0.441546	0
401	prodigal	AFKMEEHG_01600	BB163_AFKMEEHG_01600	Adenosylhomocysteinase (ahcY)	Y	S-adenosyl-L-homocysteine hydrolase	K01251	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	Transmethylation/sulfurization	Methylation	Methylation	0.339926	0.114683	0.097099	0.094929	0.104339	0.111885	0.15405	0.247784	0	0
1795	prodigal	AFKMEEHG_00262	BB163_AFKMEEHG_00262	Glutamine synthetase (glnA)	Y	COG3968	K01915	PFAM glutamine synthetase catalytic region	Nitrogen Assimilation	Nitrogen Assimilation	Nitrogen metabolism & fixation	1.009684	1.753636	1.289866	1.27867	1.359434	0.867779	0.585967	0.560936	1.106	1.980761
2026	prodigal	AFKMEEHG_00776	BB163_AFKMEEHG_00776	Nitrogen regulatory protein P-II (glnB_1)	Y	Nitrogen regulatory protein P-II	K04751	Belongs to the P(II) protein family	Nitrogen Assimilation	Nitrogen Assimilation	Nitrogen metabolism & fixation	0.06618	0.415175	0.391386	0.163617	0.24957	0.096068	0.085977	0.072362	0	0
696	prodigal	AFKMEEHG_01021	BB163_AFKMEEHG_01021	Nitrogenase molybdenum-iron protein alpha chain (nifD_2)	Y	Nitrogenase component 1 type Oxidoreductase	K02586	TIGRFAM nitrogenase molybdenum-iron protein alpha chain	Nitrogen Fixation	Nitrogen fixation	Nitrogen metabolism & fixation	0.367242	1.576045	1.33652	0.582489	0.397842	0.244737	0.205296	0.03407	0	0
695	prodigal	AFKMEEHG_01020	BB163_AFKMEEHG_01020	Nitrogenase molybdenum-iron protein beta chain (nifK_2)	Y	Nitrogenase component 1 type Oxidoreductase	K02591	This molybdenum-iron protein is part of the nitrogenase complex that catalyzes the key enzymatic reactions in nitrogen fixation	Nitrogen Fixation	Nitrogen fixation	Nitrogen metabolism & fixation	0.353597	1.517083	0.998428	0.396187	0.361714	0.206494	0.193604	0.053327	0	0
693	prodigal	AFKMEEHG_01018	BB163_AFKMEEHG_01018	Nitrogenase molybdenum-iron protein beta chain (nifK_1)	Y	Nitrogenase component 1 type Oxidoreductase	0	Belongs to the NifD NifK NifE NifN family	Nitrogen Fixation	Nitrogen fixation	Nitrogen metabolism & fixation	0.082	0.282929	0.23874	0.153494	0.105137	0.098201	0.046162	0.005977	0	0
2039	prodigal	AFKMEEHG_00763	BB163_AFKMEEHG_00763	Adenylosuccinate lyase (purB)	Y	Adenylosuccinate lyase C-terminus	K01756	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	Nucleotide synthesis	Nucleotide synthesis	Nucleotide synthesis	0.326642	0.2157	0.156416	0.188227	0.119937	0.131017	0.134006	0.162911	0.204532	0.366302
1430	prodigal	AFKMEEHG_01408	BB163_AFKMEEHG_01408	GMP synthase [glutamine-hydrolyzing] (guaA)	Y	COG0519	K01951	Catalyzes the synthesis of GMP from XMP	Amino Acid Metabolism	Nucleotide synthesis	Nucleotide synthesis	0.130944	0.165434	0.208491	0.14902	0.109733	0.17688	0.163814	0.148477	0	0
1884	prodigal	AFKMEEHG_01514	BB163_AFKMEEHG_01514	Inosine-5'-monophosphate dehydrogenase (guaB)	Y	COG0517	K00088	"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth"	Amino Acid Metabolism	Nucleotide synthesis	Nucleotide synthesis	0.239887	0.206029	0.166292	0.150621	0.103386	0.116074	0.062659	0.099921	0	0
2011	prodigal	AFKMEEHG_00791	BB163_AFKMEEHG_00791	Ribokinase (RBKS)	Y	cytidine kinase	0	PFAM PfkB domain protein	DNA synthesis	Nucleotide synthesis	Nucleotide synthesis	0.154257	0.16935	0.392976	0.104604	0.102381	0.161223	0.138944	0.278859	0	0
1641	prodigal	AFKMEEHG_00416	BB163_AFKMEEHG_00416	Carbamoyl-phosphate synthase large chain (carB_2)	Y	ATP binding	K01955	PFAM Carbamoyl-phosphate synthase L chain ATP-binding	#N/A	Nucleotide synthesis	Nucleotide synthesis	0.174092	0.089034	0.086084	0.082873	0.097049	0.129103	0.098334	0.137936	0	0
1119	prodigal	AFKMEEHG_00998	BB163_AFKMEEHG_00998	"Dihydroorotate dehydrogenase B (NAD( )), catalytic subunit (pyrD_2)"	Y	Dihydroorotate dehydrogenase	K00226	Catalyzes the conversion of dihydroorotate to orotate	#N/A	Nucleotide synthesis	Nucleotide synthesis	0.165299	0.102805	0.036302	0.132868	0.094578	0.148935	0.157974	0.191126	0	0
353	prodigal	AFKMEEHG_00586	BB163_AFKMEEHG_00586	GTP cyclohydrolase 1 (folE)	Y	GTP cyclohydrolase I	K01495	PFAM GTP cyclohydrolase I	#N/A	Nucleotide synthesis	Nucleotide synthesis	0.137589	0.120587	0.036819	0.091472	0.091563	0.093988	0.056077	0.165189	0	0
141	prodigal	AFKMEEHG_01745	BB163_AFKMEEHG_01745	Cytosol aminopeptidase (pepA)	Y	"Cytosol aminopeptidase family, N-terminal domain"	K01255	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	Protein synthesis	Peptide degradation/Protein turnover	Protein metabolism	0.173315	0.231335	0.238211	0.276107	0.328182	0.331879	0.201207	0.204287	0.175486	0
1762	prodigal	AFKMEEHG_00295	BB163_AFKMEEHG_00295	hypothetical protein	Y	Do family serine endopeptidase	K04771	"PFAM peptidase S1 and S6, chymotrypsin Hap"	Protein degredation	Peptide degradation/Protein turnover	Protein metabolism	0.142089	0.199388	0.24835	0.192811	0.219971	0.217113	0.161924	0.163537	0	0
158	prodigal	AFKMEEHG_01048	BB163_AFKMEEHG_01048	Phosphate-binding protein PstS 1 (pstS1)	Y	PBP superfamily domain	K02040	TIGRFAM phosphate binding protein	Phophorous Uptake	Phosphorus metabolism	Phosphorus metabolism	0.055191	0.070329	0.351503	0.102336	0.223738	0.095137	0.155351	0.150865	0.328308	0
153	prodigal	AFKMEEHG_01757	BB163_AFKMEEHG_01757	hypothetical protein	Y	PhoU domain	0	PFAM PhoU family protein	Phophorous Uptake	Phosphorus metabolism	Phosphorus metabolism	0.256315	0.336964	0.260641	0.244954	0.142144	0.153205	0.1567	0.208818	0	0
786	prodigal	AFKMEEHG_01196	BB163_AFKMEEHG_01196	Cytochrome b6-f complex iron-sulfur subunit (petC_2)	Y	"2 iron, 2 sulfur cluster binding"	0	PFAM Rieske 2Fe-2S domain protein	Cytochrome bc complex	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.723047	0.818093	1.09016	0.83907	0.895902	0.839665	0.939337	0.903521	1.966223	0.880338
1370	prodigal	AFKMEEHG_01218	BB163_AFKMEEHG_01218	Chlorosome envelope protein B (csmB_1)	Y	eggnog:1FFGQ	0	-	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.149568	0.390957	0.612369	0.493033	0.451223	0.32567	0.388617	0.399758	7.117727	2.124549
940	prodigal	AFKMEEHG_00091	BB163_AFKMEEHG_00091	hypothetical protein	Y	description:Chlorosome envelope protein C	0	Chlorosome envelope protein C	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.269006	0.295327	0.269227	0.256524	0.304332	0.244057	0.302879	0.254914	0.640083	1.146339
1401	prodigal	AFKMEEHG_02237	BB163_AFKMEEHG_02237	hypothetical protein	Y	description:chaperonin GroEL	K08940	Photosystem I psaA/psaB protein	Chaperonin	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.061131	0.119844	0.155271	0.194315	0.253582	0.212603	0.176484	0.167102	0.606073	0.434172
1204	prodigal	AFKMEEHG_01833	BB163_AFKMEEHG_01833	hypothetical protein	Y	geranylgeranyl diphosphate reductase	K10960	TIGRFAM geranylgeranyl reductase	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.138123	0.170205	0.166063	0.163771	0.182305	0.189759	0.187985	0.100683	0	0
467	prodigal	AFKMEEHG_02075	BB163_AFKMEEHG_02075	Na( )-translocating NADH-quinone reductase subunit F (nqrF_3)	Y	chlorosome envelope protein X	0	PFAM ferredoxin	Ferredoxin	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.238109	0.290451	0.200593	0.124587	0.179585	0.166419	0.236775	0.205707	0	0
1326	prodigal	AFKMEEHG_00702	BB163_AFKMEEHG_00702	"Glutamate-1-semialdehyde 2,1-aminomutase (hemL)"	Y	Aminotransferase class-III	K01845	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. HemL subfamily	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.351362	0.265325	0.248642	0.189974	0.173396	0.217239	0.270499	0.392085	0	0
208	prodigal	AFKMEEHG_00576	BB163_AFKMEEHG_00576	15-cis-phytoene desaturase (pds_2)	Y	COG3349	K02293	PFAM amine oxidase	Nitrogen Assimilation	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.113801	0.146609	0.166405	0.12345	0.153269	0.129796	0.193604	0.124431	0	0
2154	prodigal	AFKMEEHG_00104	BB163_AFKMEEHG_00104	Chlorosome protein I (csmI)	Y	chlorosome envelope protein I	0	Domain of unknown function (DUF4332)	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.09348	0.281	0.269329	0.242114	0.152758	0.248776	0.29686	0.249849	0	0
365	prodigal	AFKMEEHG_00640	BB163_AFKMEEHG_00640	"NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (ndhJ)"	Y	NADH dehydrogenase (ubiquinone) activity	K00332	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.117517	0.201064	0.116642	0.10565	0.145036	0.093049	0.148045	0.0623	0	0
1861	prodigal	AFKMEEHG_00193	BB163_AFKMEEHG_00193	Magnesium-chelatase 38 kDa subunit (bchI)	Y	ATP binding	K03405	introduces a magnesium ion into protoporphyrin IX to yield Mg-protoporphyrin IX	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.278242	0.229674	0.293127	0.151717	0.132539	0.219664	0.181794	0.341592	0	0
1862	prodigal	AFKMEEHG_00192	BB163_AFKMEEHG_00192	Magnesium-chelatase 60 kDa subunit (bchD)	Y	COG1240	K03404	introduces a magnesium ion into protoporphyrin IX to yield Mg-protoporphyrin IX	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.18906	0.150609	0.122867	0.150504	0.129011	0.141577	0.116959	0.14875	0	0
990	prodigal	AFKMEEHG_00868	BB163_AFKMEEHG_00868	hypothetical protein	Y	divinyl protochlorophyllide a 8-vinyl-reductase	K04036	TIGRFAM bacteriochlorophyll 4-vinyl reductase	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.0492	0.084879	0.116386	0.132062	0.126164	0.099986	0.119312	0.086072	0	0
1151	prodigal	AFKMEEHG_01886	BB163_AFKMEEHG_01886	Bacteriochlorophyllide d C-20 methyltransferase (bchU)	Y	O-methyltransferase activity	K13604	PFAM O-methyltransferase family 2	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.292296	0.160016	0.190675	0.1792	0.116466	0.172122	0.148072	0.257286	0	0
477	prodigal	AFKMEEHG_02065	BB163_AFKMEEHG_02065	hypothetical protein	Y	photosystem P840 reaction center protein PscD	0	Photosystem P840 reaction centre protein PscD	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.132491	0.138528	0.147333	0.145581	0.111029	0.106847	0.101999	0.150231	0	0
952	prodigal	AFKMEEHG_01251	BB163_AFKMEEHG_01251	Magnesium-protoporphyrin O-methyltransferase (chlM_1)	Y	chlorophyll biosynthetic process	K03428	PFAM Magnesium-protoporphyrin IX methyltransferase domain protein	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.104312	0.11326	0.13871	0.13603	0.108933	0.099006	0.14594	0	0	0
742	prodigal	AFKMEEHG_01073	BB163_AFKMEEHG_01073	Cytochrome b6-f complex iron-sulfur subunit (petC_1)	Y	"2 iron, 2 sulfur cluster binding"	K09879	Rieske 2Fe-2S domain protein	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.061442	0.08948	0.050578	0.097135	0.108128	0.101931	0.086157	0.029858	0	0
1781	prodigal	AFKMEEHG_00276	BB163_AFKMEEHG_00276	Glutamyl-tRNA reductase (hemA)	Y	"Glutamyl-tRNAGlu reductase, N-terminal domain"	K02492	Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA)	#N/A	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.109718	0.151427	0.099825	0.145703	0.105921	0.124229	0.14824	0.108769	0	0
468	prodigal	AFKMEEHG_02074	BB163_AFKMEEHG_02074	Na( )-translocating NADH-quinone reductase subunit F (nqrF_2)	Y	chlorosome envelope protein J	0	PFAM ferredoxin	#N/A	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.025265	0.052832	0.076623	0.04759	0.101627	0.061124	0.072939	0.073665	0	0
993	prodigal	AFKMEEHG_00871	BB163_AFKMEEHG_00871	Light-independent protochlorophyllide reductase subunit B (bchB_2)	Y	Nitrogenase component 1 type Oxidoreductase	K04039	Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The NB-protein (BchN-BchB) is the catalytic component of the complex	Photosynthesis	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.216816	0.144936	0.158461	0.138088	0.099188	0.126409	0.123136	0.150272	0	0
994	prodigal	AFKMEEHG_00872	BB163_AFKMEEHG_00872	Light-independent protochlorophyllide reductase subunit N (chlN)	Y	Nitrogenase component 1 type Oxidoreductase	K04038	Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The NB-protein (BchN-BchB) is the catalytic component of the complex	#N/A	Photosynthesis & phototrophy	Photosynthesis & phototrophy	0.124344	0.083577	0.084849	0.087832	0.097131	0.083803	0.088462	0.142432	0	0
784	prodigal	AFKMEEHG_01198	BB163_AFKMEEHG_01198	hypothetical protein	Y	carbohydrate metabolic process	0	"SMART alpha amylase, catalytic sub domain"	#N/A	Polysaccharide degradation	Carbon metabolism	0.061466	0.069622	0.051264	0.074775	0.092717	0.08055	0.063586	0.062229	0	0
160	prodigal	AFKMEEHG_00795	BB163_AFKMEEHG_00795	hypothetical protein	Y	Putative porin	0	Putative porin	Porin	Porin Passive Transporter	Transporter	0.065029	0.127486	1.750331	0.646914	1.47138	0.542784	1.638011	0.845338	3.86833	3.694868
43	prodigal	AFKMEEHG_02052	BB163_AFKMEEHG_02052	hypothetical protein	Y	Putative porin	0	Putative porin	Porin	Porin Passive Transporter	Transporter	0.019996	0.458643	0.827772	0.663843	0.656023	0.264861	0.342031	0.058302	0	0.852092
159	prodigal	AFKMEEHG_01049	BB163_AFKMEEHG_01049	hypothetical protein	Y	Putative porin	0	Putative porin	Porin	Porin Passive Transporter	Transporter	0	0.023333	0.924961	0.29425	0.624621	0.154772	0.554063	0.166285	0.471998	0
