gene_callers_id	source	accession	function	e_value
1457	prodigal	AFKMEEHG_01639	hypothetical protein	0
1458	prodigal	AFKMEEHG_01640	hypothetical protein	0
1459	prodigal	AFKMEEHG_01247	hypothetical protein	0
1460	prodigal	AFKMEEHG_01248	hypothetical protein	0
1461	prodigal	AFKMEEHG_01249	hypothetical protein	0
1462	prodigal	AFKMEEHG_01304	hypothetical protein	0
1463	prodigal	AFKMEEHG_01653	hypothetical protein	0
1464	prodigal	AFKMEEHG_01654	hypothetical protein	0
1465	prodigal	AFKMEEHG_01655	hypothetical protein	0
1466	prodigal	AFKMEEHG_00099	hypothetical protein	0
1467	prodigal	AFKMEEHG_00100	Type I secretion system ATP-binding protein PrsD (prsD_1)	0
1468	prodigal	AFKMEEHG_00101	Type I secretion system ATP-binding protein PrsD (prsD_2)	0
1469	prodigal	AFKMEEHG_00102	Type I secretion system membrane fusion protein PrsE (prsE_1)	0
1470	prodigal	AFKMEEHG_00103	Outer membrane protein TolC (tolC)	0
1471	prodigal	AFKMEEHG_00613	hypothetical protein	0
1472	prodigal	AFKMEEHG_00614	hypothetical protein	0
1473	prodigal	AFKMEEHG_01121	hypothetical protein	0
1474	prodigal	AFKMEEHG_01120	hypothetical protein	0
1475	prodigal	AFKMEEHG_01119	hypothetical protein	0
1476	prodigal	AFKMEEHG_01118	Bifunctional protein HldE (hldE_1)	0
1477	prodigal	AFKMEEHG_01117	Lipid A biosynthesis lauroyltransferase (lpxL)	0
1478	prodigal	AFKMEEHG_01116	"dTDP-4-dehydrorhamnose 3,5-epimerase (rfbC_1)"	0
1479	prodigal	AFKMEEHG_01558	hypothetical protein	0
1480	prodigal	AFKMEEHG_01559	hypothetical protein	0
1481	prodigal	AFKMEEHG_01560	UTP--glucose-1-phosphate uridylyltransferase (galU)	0
1482	prodigal	AFKMEEHG_01561	hypothetical protein	0
1483	prodigal	AFKMEEHG_01562	"N,N'-diacetylbacillosaminyl-diphospho-undecapren ol alpha-1,3-N-acetylgalactosaminyltransferase (pglA_1)"	0
1484	prodigal	AFKMEEHG_01563	UDP-galactopyranose mutase (rfbD)	0
1485	prodigal	AFKMEEHG_01564	hypothetical protein	0
1486	prodigal	AFKMEEHG_02105	IS3 family transposase ISAfe17	0
1487	prodigal	AFKMEEHG_02104	IS3 family transposase ISAfe17	0
1488	prodigal	AFKMEEHG_02103	hypothetical protein	0
1489	prodigal	AFKMEEHG_02102	Teichoic acids export ATP-binding protein TagH (tagH)	0
1490	prodigal	AFKMEEHG_02101	"N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans, octacis-undecaprenol 4-epimerase (gnu)"	0
1491	prodigal	AFKMEEHG_02100	"Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase (pglC)"	0
1492	prodigal	AFKMEEHG_02099	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase (pglF)	0
1493	prodigal	AFKMEEHG_02098	Vitamin B12 import ATP-binding protein BtuD (btuD_2)	0
1494	prodigal	AFKMEEHG_02097	hypothetical protein	0
1495	prodigal	AFKMEEHG_02096	D-inositol-3-phosphate glycosyltransferase (mshA_16)	0
1496	prodigal	AFKMEEHG_02095	hypothetical protein	0
1497	prodigal	AFKMEEHG_02094	hypothetical protein	0
1498	prodigal	AFKMEEHG_02093	hypothetical protein	0
1499	prodigal	AFKMEEHG_02092	D-inositol-3-phosphate glycosyltransferase (mshA_15)	0
1500	prodigal	AFKMEEHG_02091	"Phosphoglycolate phosphatase, chromosomal (cbbZC)"	0
1501	prodigal	AFKMEEHG_02090	"8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase (kdsB_2)"	0
1502	prodigal	AFKMEEHG_02089	hypothetical protein	0
1503	prodigal	AFKMEEHG_02088	D-inositol-3-phosphate glycosyltransferase (mshA_14)	0
1504	prodigal	AFKMEEHG_02087	D-inositol-3-phosphate glycosyltransferase (mshA_13)	0
1505	prodigal	AFKMEEHG_02086	D-inositol-3-phosphate glycosyltransferase (mshA_12)	0
1506	prodigal	AFKMEEHG_02085	D-inositol 3-phosphate glycosyltransferase (mshA_11)	0
1507	prodigal	AFKMEEHG_02148	hypothetical protein	0
1508	prodigal	AFKMEEHG_02149	hypothetical protein	0
1509	prodigal	AFKMEEHG_02150	PTS system fructose-specific EIIABC component (fruA)	0
1510	prodigal	AFKMEEHG_02151	Histidine--tRNA ligase (hisS)	0
1511	prodigal	AFKMEEHG_02152	hypothetical protein	0
1512	prodigal	AFKMEEHG_02153	hypothetical protein	0
1513	prodigal	AFKMEEHG_02154	hypothetical protein	0
1514	prodigal	AFKMEEHG_02155	hypothetical protein	0
1515	prodigal	AFKMEEHG_02156	Ribosome maturation factor RimP (rimP)	0
1516	prodigal	AFKMEEHG_02157	Transcription termination/antitermination protein NusA (nusA)	0
1517	prodigal	AFKMEEHG_02158	Translation initiation factor IF-2 (infB)	0
1518	prodigal	AFKMEEHG_02159	Ribosome-binding factor A (rbfA)	0
1519	prodigal	AFKMEEHG_02160	tRNA pseudouridine synthase B (truB)	0
1520	prodigal	AFKMEEHG_02161	Bifunctional riboflavin kinase/FMN adenylyltransferase (ribF)	0
1521	prodigal	AFKMEEHG_02162	30S ribosomal protein S15 (rpsO)	0
1522	prodigal	AFKMEEHG_02163	hypothetical protein	0
1523	prodigal	AFKMEEHG_02164	Guanylate kinase (gmk)	0
1524	prodigal	AFKMEEHG_02165	hypothetical protein	0
1525	prodigal	AFKMEEHG_02166	hypothetical protein	0
1526	prodigal	AFKMEEHG_02167	hypothetical protein	0
1527	prodigal	AFKMEEHG_02168	Bifunctional protein GlmU (glmU_2)	0
1528	prodigal	AFKMEEHG_02169	Aspartate 1-decarboxylase (panD)	0
1529	prodigal	AFKMEEHG_02170	hypothetical protein	0
1530	prodigal	AFKMEEHG_02171	Chaperone protein Skp (skp)	0
1531	prodigal	AFKMEEHG_02172	Lipopolysaccharide core heptosyltransferase RfaQ (rfaQ)	0
1532	prodigal	AFKMEEHG_02173	hypothetical protein	0
1533	prodigal	AFKMEEHG_02174	Octaprenyl diphosphate synthase (ispB_2)	0
1534	prodigal	AFKMEEHG_02175	Isopentenyl-diphosphate delta-isomerase (fni)	0
1535	prodigal	AFKMEEHG_02176	hypothetical protein	0
1536	prodigal	AFKMEEHG_02177	hypothetical protein	0
1537	prodigal	AFKMEEHG_02178	Phosphomannomutase/phosphoglucomutase (algC)	0
1538	prodigal	AFKMEEHG_02179	putative ABC transporter ATP-binding protein	0
1539	prodigal	AFKMEEHG_02180	30S ribosomal protein S20 (rpsT)	0
1540	prodigal	AFKMEEHG_02181	Holliday junction ATP-dependent DNA helicase RuvA (ruvA)	0
1541	prodigal	AFKMEEHG_02182	Folylpolyglutamate synthase (fpgS)	0
1542	prodigal	AFKMEEHG_02183	Transcription termination factor Rho (rho)	0
1543	prodigal	AFKMEEHG_02184	hypothetical protein	0
1544	prodigal	AFKMEEHG_02187	hypothetical protein	0
1545	prodigal	AFKMEEHG_02188	C4-dicarboxylate TRAP transporter large permease protein DctM (dctM)	0
1546	prodigal	AFKMEEHG_02189	Monocarboxylate 2-oxoacid-binding periplasmic protein	0
1547	prodigal	AFKMEEHG_02190	Protein FixA (fixA)	0
1548	prodigal	AFKMEEHG_02191	Electron transfer flavoprotein subunit alpha (etfA)	0
1549	prodigal	AFKMEEHG_02192	hypothetical protein	0
1550	prodigal	AFKMEEHG_02193	hypothetical protein	0
1551	prodigal	AFKMEEHG_02194	Outer membrane protein assembly factor BamA (bamA_3)	0
1552	prodigal	AFKMEEHG_02195	"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (ispU)"	0
1553	prodigal	AFKMEEHG_02196	Glutamyl-tRNA(Gln) amidotransferase subunit A (gatA)	0
1554	prodigal	AFKMEEHG_02197	Succinate--CoA ligase [ADP-forming] subunit alpha (sucD)	0
1555	prodigal	AFKMEEHG_02198	Arabinose 5-phosphate isomerase KdsD (kdsD)	0
1556	prodigal	AFKMEEHG_02199	hypothetical protein	0
1557	prodigal	AFKMEEHG_02200	hypothetical protein	0
1558	prodigal	AFKMEEHG_02201	hypothetical protein	0
1559	prodigal	AFKMEEHG_02202	hypothetical protein	0
1560	prodigal	AFKMEEHG_02203	hypothetical protein	0
1561	prodigal	AFKMEEHG_02204	hypothetical protein	0
1562	prodigal	AFKMEEHG_02205	RNA polymerase sigma-H factor (algU)	0
1563	prodigal	AFKMEEHG_02206	Phosphoglucomutase (pgcA)	0
1564	prodigal	AFKMEEHG_02207	Lipid-A-disaccharide synthase (lpxB)	0
1565	prodigal	AFKMEEHG_02208	hypothetical protein	0
1566	prodigal	AFKMEEHG_02209	hypothetical protein	0
1567	prodigal	AFKMEEHG_02210	hypothetical protein	0
1568	prodigal	AFKMEEHG_02211	Sulfate transport system permease protein CysT (cysT)	0
1569	prodigal	AFKMEEHG_02212	Vitamin B12 import ATP-binding protein BtuD (btuD_3)	0
1570	prodigal	AFKMEEHG_02213	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (ispH)	0
1571	prodigal	AFKMEEHG_02214	hypothetical protein	0
1572	prodigal	AFKMEEHG_02215	hypothetical protein	0
1573	prodigal	AFKMEEHG_02216	hypothetical protein	0
1574	prodigal	AFKMEEHG_02217	3-oxoacyl-[acyl-carrier-protein] reductase FabG (fabG_2)	0
1575	prodigal	AFKMEEHG_02218	Lipoprotein-releasing system ATP-binding protein LolD (lolD_4)	0
1576	prodigal	AFKMEEHG_02219	hypothetical protein	0
1577	prodigal	AFKMEEHG_02220	DNA ligase (ligA)	0
1578	prodigal	AFKMEEHG_02221	hypothetical protein	0
1579	prodigal	AFKMEEHG_02222	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (COQ5_3)"	0
1580	prodigal	AFKMEEHG_02130	Phosphoribosyl-AMP cyclohydrolase (hisI)	0
1581	prodigal	AFKMEEHG_02129	Macrolide export protein MacA (macA_2)	0
1582	prodigal	AFKMEEHG_02128	Ferrochelatase (hemH_2)	0
1583	prodigal	AFKMEEHG_02127	hypothetical protein	0
1584	prodigal	AFKMEEHG_02126	hypothetical protein	0
1585	prodigal	AFKMEEHG_02125	Glutamate synthase [NADPH] small chain (gltD)	0
1586	prodigal	AFKMEEHG_02124	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit"	0
1587	prodigal	AFKMEEHG_02123	Imidazole glycerol phosphate synthase subunit HisH (hisH)	0
1588	prodigal	AFKMEEHG_02122	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)m ethylideneamino] imidazole-4-carboxamide isomerase (hisA)	0
1589	prodigal	AFKMEEHG_02121	Segregation and condensation protein B (scpB)	0
1590	prodigal	AFKMEEHG_02120	Ribosomal large subunit pseudouridine synthase B (rluB)	0
1591	prodigal	AFKMEEHG_02119	hypothetical protein	0
1592	prodigal	AFKMEEHG_02118	hypothetical protein	0
1593	prodigal	AFKMEEHG_00464	hypothetical protein	0
1594	prodigal	AFKMEEHG_00463	Exopolyphosphatase (ppx)	0
1595	prodigal	AFKMEEHG_00462	Isochorismate synthase MenF (menF_2)	0
1596	prodigal	AFKMEEHG_00461	hypothetical protein	0
1597	prodigal	AFKMEEHG_00460	Endonuclease III (nth)	0
1598	prodigal	AFKMEEHG_00459	"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (apaH)"	0
1599	prodigal	AFKMEEHG_00458	Transcription antitermination protein NusB (nusB)	0
1600	prodigal	AFKMEEHG_00457	Phosphoglycolate phosphatase (gph)	0
1601	prodigal	AFKMEEHG_00456	Chromosome partition protein Smc (smc_1)	0
1602	prodigal	AFKMEEHG_00455	Dihydropteroate synthase (folP)	0
1603	prodigal	AFKMEEHG_00454	hypothetical protein	0
1604	prodigal	AFKMEEHG_00453	hypothetical protein	0
1605	prodigal	AFKMEEHG_00452	hypothetical protein	0
1606	prodigal	AFKMEEHG_00451	Ion-translocating oxidoreductase complex subunit B (rsxB)	0
1607	prodigal	AFKMEEHG_00450	hypothetical protein	0
1608	prodigal	AFKMEEHG_00449	Putative D-alanyl-D-alanine carboxypeptidase (yfeW)	0
1609	prodigal	AFKMEEHG_00448	hypothetical protein	0
1610	prodigal	AFKMEEHG_00447	putative ribonucleotide transport ATP-binding protein mkl (mkl)	0
1611	prodigal	AFKMEEHG_00446	Intermembrane phospholipid transport system permease protein MlaE (mlaE)	0
1612	prodigal	AFKMEEHG_00445	5'-3' exoribonuclease (yciV)	0
1613	prodigal	AFKMEEHG_00444	Undecaprenyl-diphosphatase (uppP)	0
1614	prodigal	AFKMEEHG_00443	dITP/XTP pyrophosphatase	0
1615	prodigal	AFKMEEHG_00442	Pyridoxine 5'-phosphate synthase (pdxJ)	0
1616	prodigal	AFKMEEHG_00441	Endonuclease MutS2 (mutS2)	0
1617	prodigal	AFKMEEHG_00440	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (pgsA_2)	0
1618	prodigal	AFKMEEHG_00439	hypothetical protein	0
1619	prodigal	AFKMEEHG_00438	1-deoxy-D-xylulose-5-phosphate synthase (dxs)	0
1620	prodigal	AFKMEEHG_00437	hypothetical protein	0
1621	prodigal	AFKMEEHG_00436	hypothetical protein	0
1622	prodigal	AFKMEEHG_00435	ATP-dependent DNA helicase PcrA (pcrA)	0
1623	prodigal	AFKMEEHG_00434	hypothetical protein	0
1624	prodigal	AFKMEEHG_00433	Leucyl/phenylalanyl-tRNA--protein transferase (aat)	0
1625	prodigal	AFKMEEHG_00432	Iron-sulfur cluster carrier protein	0
1626	prodigal	AFKMEEHG_00431	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (fabI)	0
1627	prodigal	AFKMEEHG_00430	Isocitrate dehydrogenase [NADP] 2 (icd2)	0
1628	prodigal	AFKMEEHG_00429	"2',3'-cyclic-nucleotide 2'-phosphodiesterase (ymdB)"	0
1629	prodigal	AFKMEEHG_00428	hypothetical protein	0
1630	prodigal	AFKMEEHG_00427	Isoleucine--tRNA ligase (ileS)	0
1631	prodigal	AFKMEEHG_00426	RNA polymerase-binding transcription factor DksA (dksA)	0
1632	prodigal	AFKMEEHG_00425	Amidophosphoribosyltransferase (purF_1)	0
1633	prodigal	AFKMEEHG_00424	hypothetical protein	0
1634	prodigal	AFKMEEHG_00423	Glyoxalase ElbB (elbB)	0
1635	prodigal	AFKMEEHG_00422	hypothetical protein	0
1636	prodigal	AFKMEEHG_00421	putative hydrolase YcaC (ycaC)	0
1637	prodigal	AFKMEEHG_00420	Tetraacyldisaccharide 4'-kinase (lpxK)	0
1638	prodigal	AFKMEEHG_00419	hypothetical protein	0
1639	prodigal	AFKMEEHG_00418	Phosphoribosylamine--glycine ligase (purD)	0
1640	prodigal	AFKMEEHG_00417	hypothetical protein	0
1641	prodigal	AFKMEEHG_00416	Carbamoyl-phosphate synthase large chain (carB_2)	0
1642	prodigal	AFKMEEHG_00415	Indole-3-glycerol phosphate synthase (trpC)	0
1643	prodigal	AFKMEEHG_00414	Ribulose-phosphate 3-epimerase (rpe)	0
1644	prodigal	AFKMEEHG_00413	Outer membrane protein assembly factor BamA (bamA_1)	0
1645	prodigal	AFKMEEHG_00412	hypothetical protein	0
1646	prodigal	AFKMEEHG_00411	DNA polymerase I (polA)	0
1647	prodigal	AFKMEEHG_00410	Bifunctional chorismate mutase/prephenate dehydratase (pheA)	0
1648	prodigal	AFKMEEHG_00409	putative transcriptional regulatory protein	0
1649	prodigal	AFKMEEHG_00408	Crossover junction endodeoxyribonuclease RuvC (ruvC)	0
1650	prodigal	AFKMEEHG_00407	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (pgsA_1)	0
1651	prodigal	AFKMEEHG_00406	UDP-3-O-acyl-N-acetylglucosamine deacetylase (lpxC)	0
1652	prodigal	AFKMEEHG_00405	Inositol-1-monophosphatase (suhB)	0
1653	prodigal	AFKMEEHG_00404	Tryptophan-rich protein TspO (crtK-2)	0
1654	prodigal	AFKMEEHG_00403	Acetyl-coenzyme A synthetase (acsA)	0
1655	prodigal	AFKMEEHG_00402	Leucine--tRNA ligase (leuS)	0
1656	prodigal	AFKMEEHG_00401	Polyribonucleotide nucleotidyltransferase (pnp)	0
1657	prodigal	AFKMEEHG_00400	Pantothenate synthetase (panC)	0
1658	prodigal	AFKMEEHG_00399	Ribosomal RNA small subunit methyltransferase I (rsmI)	0
1659	prodigal	AFKMEEHG_00398	Oligopeptide transport ATP-binding protein OppF (oppF)	0
1660	prodigal	AFKMEEHG_00397	Protease 4 (sppA)	0
1661	prodigal	AFKMEEHG_00396	Competence protein ComM (comM)	0
1662	prodigal	AFKMEEHG_00395	Cytochrome c (pscC)	0
1663	prodigal	AFKMEEHG_00394	NADPH-dependent 7-cyano-7-deazaguanine reductase (queF)	0
1664	prodigal	AFKMEEHG_00393	hypothetical protein	0
1665	prodigal	AFKMEEHG_00392	hypothetical protein	0
1666	prodigal	AFKMEEHG_00391	Tyrosine recombinase XerC (xerC_2)	0
1667	prodigal	AFKMEEHG_00390	Ribosome hibernation promoting factor (hpf)	0
1668	prodigal	AFKMEEHG_00389	HPr kinase/phosphorylase (hprK)	0
1669	prodigal	AFKMEEHG_00388	Oligopeptide-binding protein AppA (appA_2)	0
1670	prodigal	AFKMEEHG_00387	Dipeptide transport system permease protein DppB (dppB)	0
1671	prodigal	AFKMEEHG_00386	Holliday junction ATP-dependent DNA helicase RuvB (ruvB)	0
1672	prodigal	AFKMEEHG_00385	Beta-barrel assembly-enhancing protease (bepA_1)	0
1673	prodigal	AFKMEEHG_00384	Pyruvate-flavodoxin oxidoreductase (nifJ)	0
1674	prodigal	AFKMEEHG_00383	Putative TrmH family tRNA/rRNA methyltransferase	0
1675	prodigal	AFKMEEHG_00382	Glycine cleavage system H protein (gcvH)	0
1676	prodigal	AFKMEEHG_00381	putative glycine dehydrogenase (decarboxylating) subunit 1 (gcvPA)	0
1677	prodigal	AFKMEEHG_00380	4-hydroxy-tetrahydrodipicolinate synthase (dapA)	0
1678	prodigal	AFKMEEHG_00379	DNA repair protein RecN (recN)	0
1679	prodigal	AFKMEEHG_00378	hypothetical protein	0
1680	prodigal	AFKMEEHG_00377	Sec-independent protein translocase protein TatA (tatA)	0
1681	prodigal	AFKMEEHG_00376	Phosphatidylserine decarboxylase proenzyme (psd)	0
1682	prodigal	AFKMEEHG_00375	tRNA(Ile)-lysidine synthase (tilS)	0
1683	prodigal	AFKMEEHG_00374	hypothetical protein	0
1684	prodigal	AFKMEEHG_00373	Ribonuclease H (rnhA)	0
1685	prodigal	AFKMEEHG_00372	50S ribosomal protein L28 (rpmB)	0
1686	prodigal	AFKMEEHG_00371	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_3)"	0
1687	prodigal	AFKMEEHG_00370	Anthranilate phosphoribosyltransferase 2 (trpD2)	0
1688	prodigal	AFKMEEHG_00369	"Methionine aminopeptidase 1, mitochondrial"	0
1689	prodigal	AFKMEEHG_00368	hypothetical protein	0
1690	prodigal	AFKMEEHG_00367	Branched-chain-amino-acid aminotransferase (ilvE)	0
1691	prodigal	AFKMEEHG_00366	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (pfp)	0
1692	prodigal	AFKMEEHG_00365	Lipoprotein-releasing system transmembrane protein LolE (lolE_1)	0
1693	prodigal	AFKMEEHG_00364	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (ispF)"	0
1694	prodigal	AFKMEEHG_00363	"Dihydroorotate dehydrogenase B (NAD( )), catalytic subunit (pyrD_1)"	0
1695	prodigal	AFKMEEHG_00362	Glycogen phosphorylase (glgP)	0
1696	prodigal	AFKMEEHG_00361	"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (cpdA_1)"	0
1697	prodigal	AFKMEEHG_00360	Bacterial non-heme ferritin (ftnA_2)	0
1698	prodigal	AFKMEEHG_00359	hypothetical protein	0
1699	prodigal	AFKMEEHG_00358	putative bacterial non-heme ferritin (ftnA_1)	0
1700	prodigal	AFKMEEHG_00357	Flavodoxin 1 (fldA)	0
1701	prodigal	AFKMEEHG_00356	hypothetical protein	0
1702	prodigal	AFKMEEHG_00355	hypothetical protein	0
1703	prodigal	AFKMEEHG_00354	Iron-dependent repressor IdeR (ideR)	0
1704	prodigal	AFKMEEHG_00353	Ferredoxin-1	0
1705	prodigal	AFKMEEHG_00352	hypothetical protein	0
1706	prodigal	AFKMEEHG_00351	Fe(2 ) transporter FeoB (feoB)	0
1707	prodigal	AFKMEEHG_00350	hypothetical protein	0
1708	prodigal	AFKMEEHG_00349	hypothetical protein	0
1709	prodigal	AFKMEEHG_00348	hypothetical protein	0
1710	prodigal	AFKMEEHG_00347	hypothetical protein	0
1711	prodigal	AFKMEEHG_00346	hypothetical protein	0
1712	prodigal	AFKMEEHG_00345	Carbamoyl-phosphate synthase large chain (carB_1)	0
1713	prodigal	AFKMEEHG_00344	Riboflavin biosynthesis protein RibBA (ribBA)	0
1714	prodigal	AFKMEEHG_00343	Serine hydroxymethyltransferase (glyA)	0
1715	prodigal	AFKMEEHG_00342	hypothetical protein	0
1716	prodigal	AFKMEEHG_00341	Imidazole glycerol phosphate synthase subunit HisF (hisF)	0
1717	prodigal	AFKMEEHG_00340	hypothetical protein	0
1718	prodigal	AFKMEEHG_00339	Ferredoxin--NADP reductase	0
1719	prodigal	AFKMEEHG_00338	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_2)"	0
1720	prodigal	AFKMEEHG_00337	N-carbamoyl-D-amino acid hydrolase	0
1721	prodigal	AFKMEEHG_00336	hypothetical protein	0
1722	prodigal	AFKMEEHG_00335	hypothetical protein	0
1723	prodigal	AFKMEEHG_00334	Protease HtpX (htpX_1)	0
1724	prodigal	AFKMEEHG_00333	Agmatine deiminase (aguA)	0
1725	prodigal	AFKMEEHG_00332	Malate dehydrogenase (mdh)	0
1726	prodigal	AFKMEEHG_00331	50S ribosomal protein L27 (rpmA)	0
1727	prodigal	AFKMEEHG_00330	50S ribosomal protein L21 (rplU)	0
1728	prodigal	AFKMEEHG_00329	hypothetical protein	0
1729	prodigal	AFKMEEHG_00328	DNA mismatch repair protein MutS (mutS)	0
1730	prodigal	AFKMEEHG_00327	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI (yheI)	0
1731	prodigal	AFKMEEHG_00326	hypothetical protein	0
1732	prodigal	AFKMEEHG_00325	Bacteriochlorophyll a protein	0
1733	prodigal	AFKMEEHG_00324	Apolipoprotein N-acyltransferase (lnt)	0
1734	prodigal	AFKMEEHG_00323	Regulatory protein AtoC (atoC)	0
1735	prodigal	AFKMEEHG_00322	hypothetical protein	0
1736	prodigal	AFKMEEHG_00321	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (ispE)	0
1737	prodigal	AFKMEEHG_00320	Glutamine-dependent NAD( ) synthetase (nadE_1)	0
1738	prodigal	AFKMEEHG_00319	Adenine permease AdeQ (adeQ)	0
1739	prodigal	AFKMEEHG_00318	Alkyl hydroperoxide reductase C (ahpC)	0
1740	prodigal	AFKMEEHG_00317	Proline--tRNA ligase (proS)	0
1741	prodigal	AFKMEEHG_00316	hypothetical protein	0
1742	prodigal	AFKMEEHG_00315	Release factor glutamine methyltransferase (prmC_1)	0
1743	prodigal	AFKMEEHG_00314	Heat-inducible transcription repressor HrcA (hrcA)	0
1744	prodigal	AFKMEEHG_00313	Protein GrpE (grpE)	0
1745	prodigal	AFKMEEHG_00312	Chaperone protein DnaJ (dnaJ)	0
1746	prodigal	AFKMEEHG_00311	Light-independent protochlorophyllide reductase subunit B (bchB_1)	0
1747	prodigal	AFKMEEHG_00310	Glyceraldehyde-3-phosphate dehydrogenase (gap)	0
1748	prodigal	AFKMEEHG_00309	"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl- meso-2,6-diaminoheptandioate ligase (mpl)"	0
1749	prodigal	AFKMEEHG_00308	Magnetosome protein MamZ (mamZ)	0
1750	prodigal	AFKMEEHG_00307	Lipoprotein-releasing system ATP-binding protein LolD (lolD_1)	0
1751	prodigal	AFKMEEHG_00306	Gamma-glutamyl phosphate reductase (proA)	0
1752	prodigal	AFKMEEHG_00305	Glutamate 5-kinase (proB)	0
1753	prodigal	AFKMEEHG_00304	hypothetical protein	0
1754	prodigal	AFKMEEHG_00303	Peroxide-responsive repressor PerR (perR_2)	0
1755	prodigal	AFKMEEHG_00302	hypothetical protein	0
1756	prodigal	AFKMEEHG_00301	Peptide deformylase 1 (def1)	0
1757	prodigal	AFKMEEHG_00300	Methionyl-tRNA formyltransferase (fmt_2)	0
1758	prodigal	AFKMEEHG_00299	Elongation factor 4 (lepA)	0
1759	prodigal	AFKMEEHG_00298	Signal peptidase I (lepB)	0
1760	prodigal	AFKMEEHG_00297	hypothetical protein	0
1761	prodigal	AFKMEEHG_00296	Anthranilate synthase component 1 (trpE)	0
1762	prodigal	AFKMEEHG_00295	hypothetical protein	0
1763	prodigal	AFKMEEHG_00294	Transcription elongation factor GreA (greA)	0
1764	prodigal	AFKMEEHG_00293	hypothetical protein	0
1765	prodigal	AFKMEEHG_00292	Triosephosphate isomerase (tpiA)	0
1766	prodigal	AFKMEEHG_00291	hypothetical protein	0
1767	prodigal	AFKMEEHG_00290	Phosphomethylpyrimidine synthase (thiC)	0
1768	prodigal	AFKMEEHG_00289	Protein PucC (pucC)	0
1769	prodigal	AFKMEEHG_00288	hypothetical protein	0
1770	prodigal	AFKMEEHG_00287	ATP-dependent RNA helicase RhlE (rhlE)	0
1771	prodigal	AFKMEEHG_00286	hypothetical protein	0
1772	prodigal	AFKMEEHG_00285	hypothetical protein	0
1773	prodigal	AFKMEEHG_00284	hypothetical protein	0
1774	prodigal	AFKMEEHG_00283	Serine acetyltransferase (cysE_1)	0
1775	prodigal	AFKMEEHG_00282	Chorismate synthase (aroC)	0
1776	prodigal	AFKMEEHG_00281	Delta-aminolevulinic acid dehydratase (hemB)	0
1777	prodigal	AFKMEEHG_00280	Histidinol-phosphatase (hisN)	0
1778	prodigal	AFKMEEHG_00279	hypothetical protein	0
1779	prodigal	AFKMEEHG_00278	hypothetical protein	0
1780	prodigal	AFKMEEHG_00277	Porphobilinogen deaminase (hemC)	0
1781	prodigal	AFKMEEHG_00276	Glutamyl-tRNA reductase (hemA)	0
1782	prodigal	AFKMEEHG_00275	hypothetical protein	0
1783	prodigal	AFKMEEHG_00274	GTP-binding protein TypA/BipA (typA)	0
1784	prodigal	AFKMEEHG_00273	Nitrogenase iron protein (nifH)	0
1785	prodigal	AFKMEEHG_00272	L-galactonate-5-dehydrogenase (lgoD_1)	0
1786	prodigal	AFKMEEHG_00271	hypothetical protein	0
1787	prodigal	AFKMEEHG_00270	Oligopeptide-binding protein AppA (appA_1)	0
1788	prodigal	AFKMEEHG_00269	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1 (bshB1)	0
1789	prodigal	AFKMEEHG_00268	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dut)	0
1790	prodigal	AFKMEEHG_00267	Transcriptional regulatory protein ZraR (zraR_1)	0
1791	prodigal	AFKMEEHG_00266	hypothetical protein	0
1792	prodigal	AFKMEEHG_00265	15-cis-phytoene desaturase (pds_1)	0
1793	prodigal	AFKMEEHG_00264	hypothetical protein	0
1794	prodigal	AFKMEEHG_00263	HTH-type transcriptional regulator LrpC (lrpC)	0
1795	prodigal	AFKMEEHG_00262	Glutamine synthetase (glnA)	0
1796	prodigal	AFKMEEHG_00261	hypothetical protein	0
1797	prodigal	AFKMEEHG_00260	hypothetical protein	0
1798	prodigal	AFKMEEHG_00259	Type III pantothenate kinase (coaX)	0
1799	prodigal	AFKMEEHG_00258	3-dehydroquinate synthase (aroB)	0
1800	prodigal	AFKMEEHG_00257	Shikimate kinase (aroK)	0
